region,week_start,sales
Amazonas,2024-06-17,1749.15
Amazonas,2024-06-24,1510.62
Amazonas,2024-07-01,1692.07
Amazonas,2024-07-08,1552.32
Amazonas,2024-07-15,1628.62
Amazonas,2024-07-22,1643.11
Amazonas,2024-07-29,1755.70
Amazonas,2024-08-05,1694.41
Amazonas,2024-08-12,1808.50
Amazonas,2024-08-19,1785.48
Amazonas,2024-08-26,1692.87
Amazonas,2024-09-02,1766.80
Amazonas,2024-09-09,1934.12
Amazonas,2024-09-16,1678.74
Amazonas,2024-09-23,1710.43
Amazonas,2024-09-30,1762.42
Amazonas,2024-10-07,1778.39
Amazonas,2024-10-14,1740.07
Amazonas,2024-10-21,1797.57
Amazonas,2024-10-28,1921.31
Amazonas,2024-11-04,2009.33
Amazonas,2024-11-11,1883.13
Amazonas,2024-11-18,2217.94
Amazonas,2024-11-25,1914.07
Amazonas,2024-12-02,2052.90
Amazonas,2024-12-09,2083.68
Amazonas,2024-12-16,2062.27
Amazonas,2024-12-23,2050.23
Amazonas,2024-12-30,1980.14
Amazonas,2025-01-06,2047.21
Amazonas,2025-01-13,2115.07
Amazonas,2025-01-20,2141.34
Amazonas,2025-01-27,2169.23
Amazonas,2025-02-03,2151.35
Amazonas,2025-02-10,2253.66
Amazonas,2025-02-17,2342.65
Amazonas,2025-02-24,2149.93
Amazonas,2025-03-03,2139.85
Amazonas,2025-03-10,2173.03
Amazonas,2025-03-17,2108.76
Amazonas,2025-03-24,2132.10
Amazonas,2025-03-31,2007.91
Amazonas,2025-04-07,1911.41
Amazonas,2025-04-14,1886.71
Amazonas,2025-04-21,1875.94
Amazonas,2025-04-28,2008.84
Amazonas,2025-05-05,2032.04
Amazonas,2025-05-12,1817.60
Amazonas,2025-05-19,1871.19
Amazonas,2025-05-26,1855.50
Amazonas,2025-06-02,1806.91
Amazonas,2025-06-09,1748.35
Amazonas,2025-06-16,1717.06
Amazonas,2025-06-23,1788.92
Amazonas,2025-06-30,1590.18
Amazonas,2025-07-07,1672.52
Amazonas,2025-07-14,1610.58
Amazonas,2025-07-21,1809.49
Amazonas,2025-07-28,1763.28
Amazonas,2025-08-04,1770.85
Amazonas,2025-08-11,1757.17
Amazonas,2025-08-18,1751.94
Amazonas,2025-08-25,1777.89
Amazonas,2025-09-01,1774.56
Amazonas,2025-09-08,1646.04
Amazonas,2025-09-15,1801.69
Amazonas,2025-09-22,1808.98
Amazonas,2025-09-29,1727.47
Amazonas,2025-10-06,1797.10
Amazonas,2025-10-13,1911.25
Amazonas,2025-10-20,1874.84
Amazonas,2025-10-27,2004.89
Amazonas,2025-11-03,2120.42
Amazonas,2025-11-10,2080.60
Amazonas,2025-11-17,2071.61
Amazonas,2025-11-24,2047.53
Amazonas,2025-12-01,2324.37
Amazonas,2025-12-08,2079.83
Amazonas,2025-12-15,2056.97
Amazonas,2025-12-22,2078.97
Amazonas,2025-12-29,2116.75
Amazonas,2026-01-05,2149.95
Amazonas,2026-01-12,2228.72
Amazonas,2026-01-19,2164.94
Amazonas,2026-01-26,2212.50
Ancash,2023-02-06,1741.94
Ancash,2023-02-13,1823.42
Ancash,2023-02-20,1653.56
Ancash,2023-02-27,1573.50
Ancash,2023-03-06,1563.16
Ancash,2023-03-13,1629.83
Ancash,2023-03-20,1537.02
Ancash,2023-03-27,1577.74
Ancash,2023-04-03,1652.34
Ancash,2023-04-10,1582.24
Ancash,2023-04-17,1547.48
Ancash,2023-04-24,1719.47
Ancash,2023-05-01,1746.05
Ancash,2023-05-08,1711.03
Ancash,2023-05-15,1815.78
Ancash,2023-05-22,1800.38
Ancash,2023-05-29,1697.11
Ancash,2023-06-05,1802.20
Ancash,2023-06-12,1773.99
Ancash,2023-06-19,1723.33
Ancash,2023-06-26,1896.92
Ancash,2023-07-03,1923.70
Ancash,2023-07-10,1942.72
Ancash,2023-07-17,2087.55
Ancash,2023-07-24,2138.27
Ancash,2023-07-31,2107.05
Ancash,2023-08-07,2191.11
Ancash,2023-08-14,2234.88
Ancash,2023-08-21,2113.70
Ancash,2023-08-28,2169.43
Ancash,2023-09-04,2129.92
Ancash,2023-09-11,2268.50
Ancash,2023-09-18,2001.68
Ancash,2023-09-25,2179.96
Ancash,2023-10-02,2134.59
Ancash,2023-10-09,2169.92
Ancash,2023-10-16,2317.32
Ancash,2023-10-23,2199.15
Ancash,2023-10-30,2335.24
Ancash,2023-11-06,2132.68
Ancash,2023-11-13,2139.58
Ancash,2023-11-20,2028.52
Ancash,2023-11-27,1954.30
Ancash,2023-12-04,1944.74
Ancash,2023-12-11,1873.12
Ancash,2023-12-18,1869.03
Ancash,2023-12-25,1698.02
Ancash,2024-01-01,1956.21
Ancash,2024-01-08,1813.56
Ancash,2024-01-15,1936.73
Ancash,2024-01-22,1751.28
Ancash,2024-01-29,1818.70
Ancash,2024-02-05,1976.17
Ancash,2024-02-12,1674.09
Ancash,2024-02-19,1587.66
Ancash,2024-02-26,1604.35
Ancash,2024-03-04,1633.73
Ancash,2024-03-11,1625.65
Ancash,2024-03-18,1660.31
Ancash,2024-03-25,1574.41
Ancash,2024-04-01,1517.61
Ancash,2024-04-08,1634.43
Ancash,2024-04-15,1787.46
Ancash,2024-04-22,1777.41
Ancash,2024-04-29,1651.06
Ancash,2024-05-06,1795.41
Ancash,2024-05-13,1897.18
Ancash,2024-05-20,1946.25
Ancash,2024-05-27,1845.43
Ancash,2024-06-03,1835.76
Ancash,2024-06-10,1753.27
Ancash,2024-06-17,1812.05
Ancash,2024-06-24,1917.66
Ancash,2024-07-01,2006.49
Ancash,2024-07-08,2076.01
Ancash,2024-07-15,2069.61
Ancash,2024-07-22,2078.80
Ancash,2024-07-29,2141.17
Ancash,2024-08-05,2137.02
Ancash,2024-08-12,2257.86
Ancash,2024-08-19,2056.87
Ancash,2024-08-26,2170.15
Ancash,2024-09-02,2206.12
Ancash,2024-09-09,2267.28
Ancash,2024-09-16,2174.50
Ancash,2024-09-23,2246.99
Ancash,2024-09-30,2175.70
Ancash,2024-10-07,2175.18
Ancash,2024-10-14,2197.02
Ancash,2024-10-21,2346.12
Ancash,2024-10-28,2301.34
Ancash,2024-11-04,2240.24
Ancash,2024-11-11,2380.40
Ancash,2024-11-18,2105.46
Ancash,2024-11-25,2086.65
Ancash,2024-12-02,2007.80
Ancash,2024-12-09,1924.20
Ancash,2024-12-16,2053.56
Ancash,2024-12-23,1979.91
Ancash,2024-12-30,1782.22
Ancash,2025-01-06,1845.56
Ancash,2025-01-13,1898.42
Ancash,2025-01-20,1914.79
Ancash,2025-01-27,1759.17
Ancash,2025-02-03,1670.98
Ancash,2025-02-10,1653.85
Ancash,2025-02-17,1727.37
Ancash,2025-02-24,1680.30
Ancash,2025-03-03,1672.59
Ancash,2025-03-10,1577.70
Ancash,2025-03-17,1544.00
Ancash,2025-03-24,1506.76
Ancash,2025-03-31,1690.29
Ancash,2025-04-07,1733.90
Ancash,2025-04-14,1818.53
Ancash,2025-04-21,1845.69
Ancash,2025-04-28,1813.00
Ancash,2025-05-05,1932.53
Ancash,2025-05-12,1844.57
Ancash,2025-05-19,1812.21
Ancash,2025-05-26,1822.22
Ancash,2025-06-02,1824.78
Ancash,2025-06-09,1740.24
Ancash,2025-06-16,1924.16
Ancash,2025-06-23,1977.99
Ancash,2025-06-30,1997.37
Ancash,2025-07-07,2039.04
Ancash,2025-07-14,2172.00
Ancash,2025-07-21,2312.41
Ancash,2025-07-28,2241.35
Ancash,2025-08-04,2226.37
Ancash,2025-08-11,2224.73
Ancash,2025-08-18,2249.77
Ancash,2025-08-25,2156.74
Ancash,2025-09-01,2215.87
Ancash,2025-09-08,2219.46
Ancash,2025-09-15,2336.91
Ancash,2025-09-22,2290.37
Ancash,2025-09-29,2315.99
Ancash,2025-10-06,2224.37
Ancash,2025-10-13,2331.53
Ancash,2025-10-20,2219.92
Ancash,2025-10-27,2304.13
Ancash,2025-11-03,2282.91
Ancash,2025-11-10,2161.25
Ancash,2025-11-17,2284.66
Ancash,2025-11-24,2130.35
Ancash,2025-12-01,1911.27
Ancash,2025-12-08,2021.70
Ancash,2025-12-15,1923.67
Ancash,2025-12-22,1929.21
Ancash,2025-12-29,1950.60
Ancash,2026-01-05,1944.07
Ancash,2026-01-12,1785.17
Ancash,2026-01-19,1835.73
Ancash,2026-01-26,1944.18
Apurimac,2023-02-06,1900.64
Apurimac,2023-02-13,1764.49
Apurimac,2023-02-20,1795.63
Apurimac,2023-02-27,1788.16
Apurimac,2023-03-06,1821.14
Apurimac,2023-03-13,1812.43
Apurimac,2023-03-20,2036.06
Apurimac,2023-03-27,1949.73
Apurimac,2023-04-03,2148.76
Apurimac,2023-04-10,2048.33
Apurimac,2023-04-17,2181.00
Apurimac,2023-04-24,2346.26
Apurimac,2023-05-01,2357.77
Apurimac,2023-05-08,2346.29
Apurimac,2023-05-15,2291.61
Apurimac,2023-05-22,2223.20
Apurimac,2023-05-29,2288.61
Apurimac,2023-06-05,2202.22
Apurimac,2023-06-12,2248.23
Apurimac,2023-06-19,2424.95
Apurimac,2023-06-26,2351.11
Apurimac,2023-07-03,2394.31
Apurimac,2023-07-10,2422.58
Apurimac,2023-07-17,2463.66
Apurimac,2023-07-24,2509.51
Apurimac,2023-07-31,2239.72
Apurimac,2023-08-07,2304.60
Apurimac,2023-08-14,2357.50
Apurimac,2023-08-21,2060.14
Apurimac,2023-08-28,2263.27
Apurimac,2023-09-04,1963.13
Apurimac,2023-09-11,2049.19
Apurimac,2023-09-18,2196.36
Apurimac,2023-09-25,2173.55
Apurimac,2023-10-02,2126.17
Apurimac,2023-10-09,2194.79
Apurimac,2023-10-16,2023.09
Apurimac,2023-10-23,2025.93
Apurimac,2023-10-30,1855.05
Apurimac,2023-11-06,1940.44
Apurimac,2023-11-13,1808.07
Apurimac,2023-11-20,1872.86
Apurimac,2023-11-27,1687.17
Apurimac,2023-12-04,1723.35
Apurimac,2023-12-11,1679.82
Apurimac,2023-12-18,1715.10
Apurimac,2023-12-25,1765.22
Apurimac,2024-01-01,1797.93
Apurimac,2024-01-08,1909.37
Apurimac,2024-01-15,1830.46
Apurimac,2024-01-22,1866.30
Apurimac,2024-01-29,1791.03
Apurimac,2024-02-05,1867.90
Apurimac,2024-02-12,1841.96
Apurimac,2024-02-19,1985.95
Apurimac,2024-02-26,1953.04
Apurimac,2024-03-04,1912.95
Apurimac,2024-03-11,2034.17
Apurimac,2024-03-18,2103.94
Apurimac,2024-03-25,2028.52
Apurimac,2024-04-01,2167.60
Apurimac,2024-04-08,2305.03
Apurimac,2024-04-15,2251.86
Apurimac,2024-04-22,2382.56
Apurimac,2024-04-29,2359.72
Apurimac,2024-05-06,2410.13
Apurimac,2024-05-13,2241.20
Apurimac,2024-05-20,2447.10
Apurimac,2024-05-27,2311.52
Apurimac,2024-06-03,2256.35
Apurimac,2024-06-10,2360.57
Apurimac,2024-06-17,2393.68
Apurimac,2024-06-24,2461.47
Apurimac,2024-07-01,2493.80
Apurimac,2024-07-08,2500.59
Apurimac,2024-07-15,2590.53
Apurimac,2024-07-22,2428.86
Apurimac,2024-07-29,2435.94
Apurimac,2024-08-05,2367.13
Apurimac,2024-08-12,2395.41
Apurimac,2024-08-19,2338.89
Apurimac,2024-08-26,2341.11
Apurimac,2024-09-02,2321.40
Apurimac,2024-09-09,2130.60
Apurimac,2024-09-16,2194.60
Apurimac,2024-09-23,2197.30
Apurimac,2024-09-30,2076.42
Apurimac,2024-10-07,2149.91
Apurimac,2024-10-14,2079.00
Apurimac,2024-10-21,2212.35
Apurimac,2024-10-28,2066.10
Apurimac,2024-11-04,1915.46
Apurimac,2024-11-11,1963.64
Apurimac,2024-11-18,1948.03
Apurimac,2024-11-25,1913.39
Apurimac,2024-12-02,1849.53
Apurimac,2024-12-09,1713.12
Apurimac,2024-12-16,1871.99
Apurimac,2024-12-23,1940.65
Apurimac,2024-12-30,1945.42
Apurimac,2025-01-06,1922.05
Apurimac,2025-01-13,1949.91
Apurimac,2025-01-20,1975.75
Apurimac,2025-01-27,1938.54
Apurimac,2025-02-03,2015.21
Apurimac,2025-02-10,2105.31
Apurimac,2025-02-17,2121.50
Apurimac,2025-02-24,2030.07
Apurimac,2025-03-03,2058.20
Apurimac,2025-03-10,2068.27
Apurimac,2025-03-17,2122.14
Apurimac,2025-03-24,2245.60
Apurimac,2025-03-31,2374.92
Apurimac,2025-04-07,2345.52
Apurimac,2025-04-14,2468.10
Apurimac,2025-04-21,2476.06
Apurimac,2025-04-28,2525.03
Apurimac,2025-05-05,2433.23
Apurimac,2025-05-12,2521.42
Apurimac,2025-05-19,2395.77
Apurimac,2025-05-26,2574.74
Apurimac,2025-06-02,2489.79
Apurimac,2025-06-09,2646.13
Apurimac,2025-06-16,2502.02
Apurimac,2025-06-23,2498.65
Apurimac,2025-06-30,2541.12
Apurimac,2025-07-07,2508.14
Apurimac,2025-07-14,2633.92
Apurimac,2025-07-21,2493.64
Apurimac,2025-07-28,2554.65
Apurimac,2025-08-04,2546.86
Apurimac,2025-08-11,2420.52
Apurimac,2025-08-18,2433.56
Apurimac,2025-08-25,2432.46
Apurimac,2025-09-01,2269.42
Apurimac,2025-09-08,2227.87
Apurimac,2025-09-15,2205.06
Apurimac,2025-09-22,2275.30
Apurimac,2025-09-29,2278.13
Apurimac,2025-10-06,2298.76
Apurimac,2025-10-13,2242.85
Apurimac,2025-10-20,2273.67
Apurimac,2025-10-27,2145.17
Apurimac,2025-11-03,2200.12
Apurimac,2025-11-10,2101.32
Apurimac,2025-11-17,2055.40
Apurimac,2025-11-24,1944.28
Apurimac,2025-12-01,1860.69
Apurimac,2025-12-08,2013.44
Apurimac,2025-12-15,1992.56
Apurimac,2025-12-22,1929.46
Apurimac,2025-12-29,2012.02
Apurimac,2026-01-05,2083.66
Apurimac,2026-01-12,2160.53
Apurimac,2026-01-19,2186.15
Apurimac,2026-01-26,2075.85
Arequipa,2023-02-06,1952.12
Arequipa,2023-02-13,1943.58
Arequipa,2023-02-20,1856.64
Arequipa,2023-02-27,1999.90
Arequipa,2023-03-06,2015.49
Arequipa,2023-03-13,1813.55
Arequipa,2023-03-20,1889.92
Arequipa,2023-03-27,2094.91
Arequipa,2023-04-03,2026.05
Arequipa,2023-04-10,2156.54
Arequipa,2023-04-17,2256.46
Arequipa,2023-04-24,2348.43
Arequipa,2023-05-01,2330.36
Arequipa,2023-05-08,2378.61
Arequipa,2023-05-15,2338.97
Arequipa,2023-05-22,2485.64
Arequipa,2023-05-29,2383.30
Arequipa,2023-06-05,2458.88
Arequipa,2023-06-12,2435.87
Arequipa,2023-06-19,2519.82
Arequipa,2023-06-26,2554.31
Arequipa,2023-07-03,2609.90
Arequipa,2023-07-10,2605.42
Arequipa,2023-07-17,2762.37
Arequipa,2023-07-24,2824.66
Arequipa,2023-07-31,2750.80
Arequipa,2023-08-07,2765.69
Arequipa,2023-08-14,2740.51
Arequipa,2023-08-21,2705.51
Arequipa,2023-08-28,2622.59
Arequipa,2023-09-04,2579.46
Arequipa,2023-09-11,2594.14
Arequipa,2023-09-18,2525.63
Arequipa,2023-09-25,2449.85
Arequipa,2023-10-02,2510.74
Arequipa,2023-10-09,2380.14
Arequipa,2023-10-16,2487.48
Arequipa,2023-10-23,2486.21
Arequipa,2023-10-30,2495.64
Arequipa,2023-11-06,2367.00
Arequipa,2023-11-13,2349.87
Arequipa,2023-11-20,2219.28
Arequipa,2023-11-27,2087.68
Arequipa,2023-12-04,2009.40
Arequipa,2023-12-11,2001.75
Arequipa,2023-12-18,1957.77
Arequipa,2023-12-25,2085.69
Arequipa,2024-01-01,2040.20
Arequipa,2024-01-08,2104.66
Arequipa,2024-01-15,2084.28
Arequipa,2024-01-22,2152.13
Arequipa,2024-01-29,2148.31
Arequipa,2024-02-05,2023.76
Arequipa,2024-02-12,2029.35
Arequipa,2024-02-19,1995.33
Arequipa,2024-02-26,1915.65
Arequipa,2024-03-04,2070.38
Arequipa,2024-03-11,2127.41
Arequipa,2024-03-18,2092.11
Arequipa,2024-03-25,2118.74
Arequipa,2024-04-01,2290.08
Arequipa,2024-04-08,2137.81
Arequipa,2024-04-15,2368.00
Arequipa,2024-04-22,2421.20
Arequipa,2024-04-29,2416.19
Arequipa,2024-05-06,2571.29
Arequipa,2024-05-13,2560.98
Arequipa,2024-05-20,2493.09
Arequipa,2024-05-27,2518.29
Arequipa,2024-06-03,2520.00
Arequipa,2024-06-10,2544.26
Arequipa,2024-06-17,2536.30
Arequipa,2024-06-24,2763.36
Arequipa,2024-07-01,2795.70
Arequipa,2024-07-08,2831.62
Arequipa,2024-07-15,2747.90
Arequipa,2024-07-22,2976.42
Arequipa,2024-07-29,2972.13
Arequipa,2024-08-05,2838.74
Arequipa,2024-08-12,2735.68
Arequipa,2024-08-19,2697.30
Arequipa,2024-08-26,2738.50
Arequipa,2024-09-02,2614.74
Arequipa,2024-09-09,2644.18
Arequipa,2024-09-16,2700.34
Arequipa,2024-09-23,2523.64
Arequipa,2024-09-30,2747.99
Arequipa,2024-10-07,2713.15
Arequipa,2024-10-14,2515.88
Arequipa,2024-10-21,2475.88
Arequipa,2024-10-28,2505.31
Arequipa,2024-11-04,2398.57
Arequipa,2024-11-11,2380.83
Arequipa,2024-11-18,2159.96
Arequipa,2024-11-25,2247.76
Arequipa,2024-12-02,2326.75
Arequipa,2024-12-09,2100.63
Arequipa,2024-12-16,2137.24
Arequipa,2024-12-23,2056.10
Arequipa,2024-12-30,2203.61
Arequipa,2025-01-06,2161.37
Arequipa,2025-01-13,2314.08
Arequipa,2025-01-20,2206.14
Arequipa,2025-01-27,2163.63
Arequipa,2025-02-03,2209.90
Arequipa,2025-02-10,2122.70
Arequipa,2025-02-17,2051.34
Arequipa,2025-02-24,2149.09
Arequipa,2025-03-03,2123.55
Arequipa,2025-03-10,2169.37
Arequipa,2025-03-17,2225.36
Arequipa,2025-03-24,2226.05
Arequipa,2025-03-31,2355.00
Arequipa,2025-04-07,2511.60
Arequipa,2025-04-14,2392.88
Arequipa,2025-04-21,2633.25
Arequipa,2025-04-28,2545.94
Arequipa,2025-05-05,2539.44
Arequipa,2025-05-12,2764.07
Arequipa,2025-05-19,2628.56
Arequipa,2025-05-26,2721.42
Arequipa,2025-06-02,2706.79
Arequipa,2025-06-09,2576.73
Arequipa,2025-06-16,2737.61
Arequipa,2025-06-23,2747.95
Arequipa,2025-06-30,2750.09
Arequipa,2025-07-07,2773.00
Arequipa,2025-07-14,2934.10
Arequipa,2025-07-21,2987.96
Arequipa,2025-07-28,2977.24
Arequipa,2025-08-04,2915.06
Arequipa,2025-08-11,2850.98
Arequipa,2025-08-18,2797.90
Arequipa,2025-08-25,2783.64
Arequipa,2025-09-01,2715.36
Arequipa,2025-09-08,2741.62
Arequipa,2025-09-15,2736.52
Arequipa,2025-09-22,2671.77
Arequipa,2025-09-29,2710.96
Arequipa,2025-10-06,2670.32
Arequipa,2025-10-13,2704.43
Arequipa,2025-10-20,2709.15
Arequipa,2025-10-27,2643.73
Arequipa,2025-11-03,2604.71
Arequipa,2025-11-10,2399.01
Arequipa,2025-11-17,2411.55
Arequipa,2025-11-24,2389.04
Arequipa,2025-12-01,2359.67
Arequipa,2025-12-08,2177.76
Arequipa,2025-12-15,2273.77
Arequipa,2025-12-22,2339.77
Arequipa,2025-12-29,2258.94
Arequipa,2026-01-05,2278.28
Arequipa,2026-01-12,2325.64
Arequipa,2026-01-19,2317.18
Arequipa,2026-01-26,2340.10
Ayacucho,2023-02-06,2237.92
Ayacucho,2023-02-13,2383.38
Ayacucho,2023-02-20,2049.00
Ayacucho,2023-02-27,2040.61
Ayacucho,2023-03-06,2098.17
Ayacucho,2023-03-13,2042.72
Ayacucho,2023-03-20,1776.99
Ayacucho,2023-03-27,1895.02
Ayacucho,2023-04-03,1819.72
Ayacucho,2023-04-10,1865.22
Ayacucho,2023-04-17,1881.61
Ayacucho,2023-04-24,1959.84
Ayacucho,2023-05-01,2111.77
Ayacucho,2023-05-08,2026.37
Ayacucho,2023-05-15,1860.67
Ayacucho,2023-05-22,1993.09
Ayacucho,2023-05-29,1949.52
Ayacucho,2023-06-05,1983.66
Ayacucho,2023-06-12,1963.58
Ayacucho,2023-06-19,1988.39
Ayacucho,2023-06-26,2097.34
Ayacucho,2023-07-03,2175.79
Ayacucho,2023-07-10,2112.22
Ayacucho,2023-07-17,2455.01
Ayacucho,2023-07-24,2415.92
Ayacucho,2023-07-31,2475.40
Ayacucho,2023-08-07,2361.80
Ayacucho,2023-08-14,2416.35
Ayacucho,2023-08-21,2520.86
Ayacucho,2023-08-28,2598.62
Ayacucho,2023-09-04,2461.95
Ayacucho,2023-09-11,2561.82
Ayacucho,2023-09-18,2685.70
Ayacucho,2023-09-25,2437.44
Ayacucho,2023-10-02,2597.11
Ayacucho,2023-10-09,2756.51
Ayacucho,2023-10-16,2630.69
Ayacucho,2023-10-23,2677.92
Ayacucho,2023-10-30,2805.00
Ayacucho,2023-11-06,2746.44
Ayacucho,2023-11-13,2761.35
Ayacucho,2023-11-20,2790.53
Ayacucho,2023-11-27,2667.45
Ayacucho,2023-12-04,2621.31
Ayacucho,2023-12-11,2536.91
Ayacucho,2023-12-18,2487.96
Ayacucho,2023-12-25,2367.25
Ayacucho,2024-01-01,2452.76
Ayacucho,2024-01-08,2397.57
Ayacucho,2024-01-15,2441.11
Ayacucho,2024-01-22,2350.11
Ayacucho,2024-01-29,2251.34
Ayacucho,2024-02-05,2212.37
Ayacucho,2024-02-12,2280.48
Ayacucho,2024-02-19,2288.23
Ayacucho,2024-02-26,2063.72
Ayacucho,2024-03-04,1981.45
Ayacucho,2024-03-11,1924.46
Ayacucho,2024-03-18,2014.00
Ayacucho,2024-03-25,1902.47
Ayacucho,2024-04-01,1837.59
Ayacucho,2024-04-08,1914.81
Ayacucho,2024-04-15,2065.03
Ayacucho,2024-04-22,1921.16
Ayacucho,2024-04-29,2043.07
Ayacucho,2024-05-06,2036.99
Ayacucho,2024-05-13,1984.71
Ayacucho,2024-05-20,2120.01
Ayacucho,2024-05-27,1964.28
Ayacucho,2024-06-03,1988.87
Ayacucho,2024-06-10,2091.61
Ayacucho,2024-06-17,2116.70
Ayacucho,2024-06-24,2042.27
Ayacucho,2024-07-01,2003.36
Ayacucho,2024-07-08,2147.99
Ayacucho,2024-07-15,2301.61
Ayacucho,2024-07-22,2393.54
Ayacucho,2024-07-29,2452.20
Ayacucho,2024-08-05,2442.57
Ayacucho,2024-08-12,2554.02
Ayacucho,2024-08-19,2551.47
Ayacucho,2024-08-26,2591.66
Ayacucho,2024-09-02,2691.64
Ayacucho,2024-09-09,2553.73
Ayacucho,2024-09-16,2460.41
Ayacucho,2024-09-23,2559.46
Ayacucho,2024-09-30,2767.78
Ayacucho,2024-10-07,2713.83
Ayacucho,2024-10-14,2753.49
Ayacucho,2024-10-21,2806.94
Ayacucho,2024-10-28,2808.61
Ayacucho,2024-11-04,2730.25
Ayacucho,2024-11-11,2696.95
Ayacucho,2024-11-18,2622.69
Ayacucho,2024-11-25,2724.00
Ayacucho,2024-12-02,2708.88
Ayacucho,2024-12-09,2525.29
Ayacucho,2024-12-16,2471.84
Ayacucho,2024-12-23,2543.53
Ayacucho,2024-12-30,2501.37
Ayacucho,2025-01-06,2403.98
Ayacucho,2025-01-13,2522.07
Ayacucho,2025-01-20,2456.29
Ayacucho,2025-01-27,2346.31
Ayacucho,2025-02-03,2331.52
Ayacucho,2025-02-10,2244.67
Ayacucho,2025-02-17,2341.45
Ayacucho,2025-02-24,2118.86
Ayacucho,2025-03-03,2023.67
Ayacucho,2025-03-10,2012.64
Ayacucho,2025-03-17,1971.51
Ayacucho,2025-03-24,2025.65
Ayacucho,2025-03-31,2035.51
Ayacucho,2025-04-07,1971.14
Ayacucho,2025-04-14,1812.92
Ayacucho,2025-04-21,2012.36
Ayacucho,2025-04-28,2005.93
Ayacucho,2025-05-05,1994.72
Ayacucho,2025-05-12,2029.85
Ayacucho,2025-05-19,2083.37
Ayacucho,2025-05-26,1985.06
Ayacucho,2025-06-02,2137.56
Ayacucho,2025-06-09,1986.36
Ayacucho,2025-06-16,2011.63
Ayacucho,2025-06-23,2156.86
Ayacucho,2025-06-30,2272.39
Ayacucho,2025-07-07,2329.25
Ayacucho,2025-07-14,2313.91
Ayacucho,2025-07-21,2409.45
Ayacucho,2025-07-28,2454.59
Ayacucho,2025-08-04,2625.26
Ayacucho,2025-08-11,2558.01
Ayacucho,2025-08-18,2596.81
Ayacucho,2025-08-25,2644.00
Ayacucho,2025-09-01,2536.04
Ayacucho,2025-09-08,2599.85
Ayacucho,2025-09-15,2814.06
Ayacucho,2025-09-22,2786.79
Ayacucho,2025-09-29,2775.16
Ayacucho,2025-10-06,2719.18
Ayacucho,2025-10-13,2889.31
Ayacucho,2025-10-20,2913.78
Ayacucho,2025-10-27,2745.21
Ayacucho,2025-11-03,2847.25
Ayacucho,2025-11-10,2771.72
Ayacucho,2025-11-17,2780.36
Ayacucho,2025-11-24,2823.14
Ayacucho,2025-12-01,2516.30
Ayacucho,2025-12-08,2621.32
Ayacucho,2025-12-15,2653.43
Ayacucho,2025-12-22,2426.50
Ayacucho,2025-12-29,2609.50
